"pertanyaan","jawaban","kategori"
"harga semua makanan berkuah","Berikut daftar harga menu kuah: Pangsit Kuah Rp.52.000, Capcay Kuah Rp.65.000, Kuah Bakso Sapi Rp.67.000, Kuah Bakso Ikan Rp.65.000, Kuah Tahu Seafood Rp.70.000, Sup Sehat Rp.67.000, Sup Hipio Rp.80.000, Sup Ayam Tempo Dulu Rp.60.000, Sup Sapi Tempo Dulu Rp.70.000, Sup Iga Sapi Rp.75.000, Sup Buntut Sapi Rp.75.000","harga"
"price list kuah","Berikut daftar harga menu kuah: Pangsit Kuah Rp.52.000, Capcay Kuah Rp.65.000, Kuah Bakso Sapi Rp.67.000, Kuah Bakso Ikan Rp.65.000, Kuah Tahu Seafood Rp.70.000, Sup Sehat Rp.67.000, Sup Hipio Rp.80.000, Sup Ayam Tempo Dulu Rp.60.000, Sup Sapi Tempo Dulu Rp.70.000, Sup Iga Sapi Rp.75.000, Sup Buntut Sapi Rp.75.000","harga"
"sapi ada menu apa saja?","Menu Sapi yang tersedia yaitu: Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam.","menu"
"menu sapi apa yang ada?","Menu Sapi yang tersedia yaitu: Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam.","menu"
"daging sapi ada apa saja?","Menu Sapi yang tersedia yaitu: Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam.","menu"
"beef menu apa yang tersedia?","Menu Sapi yang tersedia yaitu: Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam.","menu"
"masakan sapi apa saja?","Menu Sapi yang tersedia yaitu: Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam.","menu"
"olahahan daging sapi apa yang ada?","Menu Sapi yang tersedia yaitu: Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam.","menu"
"apakah ada sapi ala peking?","Tersedia Sapi Ala Peking: Rp.70.000","menu"
"apakah ada sapi ala royal's?","Tersedia Sapi Ala Royal's: Rp.70.000","menu"
"apakah ada sapi asam manis?","Tersedia Sapi Asam Manis: Rp.70.000","menu"
"apakah ada sapi asin pedas?","Tersedia Sapi Asin Pedas: Rp.70.000","menu"
"apakah ada sapi coca cola?","Tersedia Sapi Coca Cola: Rp.70.000","menu"
"apakah ada sapi keispi royal's?","Tersedia Sapi Keispi Royal's: Rp.70.000","menu"
"apakah ada sapi keispi cabe kering?","Tersedia Sapi Keispi Cabe Kering: Rp.70.000","menu"
"apakah ada sapi krispi saus inggris?","Tersedia Sapi Krispi Saus Inggris: Rp.70.000","menu"
"apakah ada sapi krispi saus smoke?","Tersedia Sapi Krispi Saus Smoke: Rp.70.000","menu"
"apakah ada sapi krispi wijen?","Tersedia Sapi Krispi Wijen: Rp.70.000","menu"
"apakah ada sapi hotplat?","Tersedia Sapi Hotplat: Rp.70.000","menu"
"apakah ada sapi lada hitam?","Tersedia Sapi Lada Hitam: Rp.70.000","menu"
"harga Sapi Ala Peking?","Harga Sapi Ala Peking: Rp.70.000","harga"
"berapa harga sapi ala peking?","Harga Sapi Ala Peking: Rp.70.000","harga"
"sapi peking harganya?","Harga Sapi Ala Peking: Rp.70.000","harga"
"price sapi ala peking","Harga Sapi Ala Peking: Rp.70.000","harga"
"harga Sapi Ala Royal's?","Harga Sapi Ala Royal's: Rp.70.000","harga"
"sapi royal's berapa harganya?","Harga Sapi Ala Royal's: Rp.70.000","harga"
"harga sapi royal?","Harga Sapi Ala Royal's: Rp.70.000","harga"
"berapa harga sapi ala royals?","Harga Sapi Ala Royal's: Rp.70.000","harga"
"harga Sapi Asam Manis?","Harga Sapi Asam Manis: Rp.70.000","harga"
"sapi asam manis harganya berapa?","Harga Sapi Asam Manis: Rp.70.000","harga"
"harga beef sweet and sour?","Harga Sapi Asam Manis: Rp.70.000","harga"
"berapa harga sapi asam manis","Harga Sapi Asam Manis: Rp.70.000","harga"
"harga Sapi Asin Pedas?","Harga Sapi Asin Pedas: Rp.70.000","harga"
"sapi asin pedas berapa?","Harga Sapi Asin Pedas: Rp.70.000","harga"
"harga sapi salty spicy?","Harga Sapi Asin Pedas: Rp.70.000","harga"
"sapi asin pedas harganya?","Harga Sapi Asin Pedas: Rp.70.000","harga"
"harga Sapi Coca Cola?","Harga Sapi Coca Cola: Rp.70.000","harga"
"sapi coca cola berapa harganya?","Harga Sapi Coca Cola: Rp.70.000","harga"
"harga beef coca cola?","Harga Sapi Coca Cola: Rp.70.000","harga"
"berapa harga sapi cola cola","Harga Sapi Coca Cola: Rp.70.000","harga"
"harga Sapi Keispi Royal's?","Harga Sapi Keispi Royal's: Rp.70.000","harga"
"sapi keispi royal's harganya?","Harga Sapi Keispi Royal's: Rp.70.000","harga"
"harga sapi crispy royal?","Harga Sapi Keispi Royal's: Rp.70.000","harga"
"berapa harga sapi keispi royals","Harga Sapi Keispi Royal's: Rp.70.000","harga"
"harga Sapi Keispi Cabe Kering?","Harga Sapi Keispi Cabe Kering: Rp.70.000","harga"
"sapi keispi cabe kering berapa?","Harga Sapi Keispi Cabe Kering: Rp.70.000","harga"
"harga sapi crispy dry chili?","Harga Sapi Keispi Cabe Kering: Rp.70.000","harga"
"sapi cabe kering harganya?","Harga Sapi Keispi Cabe Kering: Rp.70.000","harga"
"harga Sapi Krispi Saus Inggris?","Harga Sapi Krispi Saus Inggris: Rp.70.000","harga"
"sapi krispi saus inggris berapa harganya?","Harga Sapi Krispi Saus Inggris: Rp.70.000","harga"
"harga beef crispy english sauce?","Harga Sapi Krispi Saus Inggris: Rp.70.000","harga"
"berapa harga sapi saus inggris","Harga Sapi Krispi Saus Inggris: Rp.70.000","harga"
"harga Sapi Krispi Saus Smoke?","Harga Sapi Krispi Saus Smoke: Rp.70.000","harga"
"sapi krispi saus smoke harganya?","Harga Sapi Krispi Saus Smoke: Rp.70.000","harga"
"harga sapi crispy smoke sauce?","Harga Sapi Krispi Saus Smoke: Rp.70.000","harga"
"sapi smoke sauce berapa?","Harga Sapi Krispi Saus Smoke: Rp.70.000","harga"
"harga Sapi Krispi Wijen?","Harga Sapi Krispi Wijen: Rp.70.000","harga"
"sapi krispi wijen berapa harganya?","Harga Sapi Krispi Wijen: Rp.70.000","harga"
"harga beef crispy sesame?","Harga Sapi Krispi Wijen: Rp.70.000","harga"
"sapi wijen harganya?","Harga Sapi Krispi Wijen: Rp.70.000","harga"
"harga Sapi Hotplat?","Harga Sapi Hotplat: Rp.70.000","harga"
"sapi hotplat berapa?","Harga Sapi Hotplat: Rp.70.000","harga"
"harga beef hot plate?","Harga Sapi Hotplat: Rp.70.000","harga"
"sapi hotplat harganya berapa?","Harga Sapi Hotplat: Rp.70.000","harga"
"harga Sapi Lada Hitam?","Harga Sapi Lada Hitam: Rp.70.000","harga"
"sapi lada hitam berapa harganya?","Harga Sapi Lada Hitam: Rp.70.000","harga"
"harga beef black pepper?","Harga Sapi Lada Hitam: Rp.70.000","harga"
"berapa harga sapi lada hitam","Harga Sapi Lada Hitam: Rp.70.000","harga"
"daftar harga menu sapi","Berikut daftar harga menu sapi: Semua menu sapi harga Rp.70.000 per porsi, termasuk Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam","harga"
"harga semua masakan sapi","Berikut daftar harga menu sapi: Semua menu sapi harga Rp.70.000 per porsi, termasuk Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam","harga"
"price list beef","Berikut daftar harga menu sapi: Semua menu sapi harga Rp.70.000 per porsi, termasuk Sapi Ala Peking, Sapi Ala Royal's, Sapi Asam Manis, Sapi Asin Pedas, Sapi Coca Cola, Sapi Keispi Royal's, Sapi Keispi Cabe Kering, Sapi Krispi Saus Inggris, Sapi Krispi Saus Smoke, Sapi Krispi Wijen, Sapi Hotplat, Sapi Lada Hitam","harga"
"semua harga sapi sama?","Ya, semua menu sapi harga sama Rp.70.000 per porsi","harga"
"apakah harga sapi semua sama?","Ya, semua menu sapi harga sama Rp.70.000 per porsi","harga"
"harga seragam untuk menu sapi?","Ya, semua menu sapi harga sama Rp.70.000 per porsi","harga"
"daging ada menu apa saja?","Menu Daging yang tersedia yaitu: Iga Sapi Hotplat, Iga Sapi Goreng, Iga Asin Pedas, Iga Saus Madu, Iga Saus Taus, Iga Sapi Bawang Putih, Iga Saus Telur Asin, Sate Sapi, Dendeng Balado, Dendeng Cuka dan Dendeng Rusa","menu"
"menu daging apa yang ada?","Menu Daging yang tersedia yaitu: Iga Sapi Hotplat, Iga Sapi Goreng, Iga Asin Pedas, Iga Saus Madu, Iga Saus Taus, Iga Sapi Bawang Putih, Iga Saus Telur Asin, Sate Sapi, Dendeng Balado, Dendeng Cuka dan Dendeng Rusa","menu"
"olahan daging apa saja?","Menu Daging yang tersedia yaitu: Iga Sapi Hotplat, Iga Sapi Goreng, Iga Asin Pedas, Iga Saus Madu, Iga Saus Taus, Iga Sapi Bawang Putih, Iga Saus Telur Asin, Sate Sapi, Dendeng Balado, Dendeng Cuka dan Dendeng Rusa","menu"
"masakan daging apa yang tersedia?","Menu Daging yang tersedia yaitu: Iga Sapi Hotplat, Iga Sapi Goreng, Iga Asin Pedas, Iga Saus Madu, Iga Saus Taus, Iga Sapi Bawang Putih, Iga Saus Telur Asin, Sate Sapi, Dendeng Balado, Dendeng Cuka dan Dendeng Rusa","menu"
"iga dan dendeng ada apa saja?","Menu Daging yang tersedia yaitu: Iga Sapi Hotplat, Iga Sapi Goreng, Iga Asin Pedas, Iga Saus Madu, Iga Saus Taus, Iga Sapi Bawang Putih, Iga Saus Telur Asin, Sate Sapi, Dendeng Balado, Dendeng Cuka dan Dendeng Rusa","menu"
"sate dan dendeng menu apa?","Menu Daging yang tersedia yaitu: Iga Sapi Hotplat, Iga Sapi Goreng, Iga Asin Pedas, Iga Saus Madu, Iga Saus Taus, Iga Sapi Bawang Putih, Iga Saus Telur Asin, Sate Sapi, Dendeng Balado, Dendeng Cuka dan Dendeng Rusa","menu"
"apakah ada iga sapi hotplat?","Tersedia Iga Sapi Hotplat: Rp.127.000","menu"
"apakah ada iga sapi goreng?","Tersedia Iga Sapi Goreng: Rp.127.000","menu"
"apakah ada iga asin pedas?","Tersedia Iga Asin Pedas: Rp.77.000","menu"
"apakah ada iga saus madu?","Tersedia Iga Saus Madu: Rp.77.000","menu"
"apakah ada iga saus taus?","Tersedia Iga Saus Taus: Rp.77.000","menu"
"apakah ada iga sapi bawang putih?","Tersedia Iga Sapi Bawang Putih: Rp.77.000","menu"
"apakah ada iga saus telur asin?","Tersedia Iga Saus Telur Asin: Rp.77.000","menu"
"apakah ada sate sapi?","Tersedia Sate Sapi: Rp.68.000","menu"
"apakah ada dendeng balado?","Tersedia Dendeng Balado: Rp.60.000","menu"
"apakah ada dendeng cuka?","Tersedia Dendeng Cuka: Rp.60.000","menu"
"apakah ada dendeng rusa?","Tersedia Dendeng Rusa: Rp.70.000","menu"
"harga Iga Sapi Hotplat?","Harga Iga Sapi Hotplat: Rp.127.000","harga"
"iga sapi hotplat berapa harganya?","Harga Iga Sapi Hotplat: Rp.127.000","harga"
"beef ribs hotplate price","Harga Iga Sapi Hotplat: Rp.127.000","harga"
"harga iga hotplat","Harga Iga Sapi Hotplat: Rp.127.000","harga"
"harga Iga Sapi Goreng?","Harga Iga Sapi Goreng: Rp.127.000","harga"
"iga sapi goreng berapa?","Harga Iga Sapi Goreng: Rp.127.000","harga"
"fried beef ribs harga","Harga Iga Sapi Goreng: Rp.127.000","harga"
"harga iga goreng sapi","Harga Iga Sapi Goreng: Rp.127.000","harga"
"harga Iga Asin Pedas?","Harga Iga Asin Pedas: Rp.77.000","harga"
"iga asin pedas harganya?","Harga Iga Asin Pedas: Rp.77.000","harga"
"salty spicy ribs price","Harga Iga Asin Pedas: Rp.77.000","harga"
"berapa harga iga asin pedas","Harga Iga Asin Pedas: Rp.77.000","harga"
"harga Iga Saus Madu?","Harga Iga Saus Madu: Rp.77.000","harga"
"iga saus madu berapa harganya?","Harga Iga Saus Madu: Rp.77.000","harga"
"honey sauce ribs harga","Harga Iga Saus Madu: Rp.77.000","harga"
"harga iga madu","Harga Iga Saus Madu: Rp.77.000","harga"
"harga Iga Saus Taus?","Harga Iga Saus Taus: Rp.77.000","harga"
"iga saus taus harganya?","Harga Iga Saus Taus: Rp.77.000","harga"
"taus sauce ribs berapa?","Harga Iga Saus Taus: Rp.77.000","harga"
"harga iga taus","Harga Iga Saus Taus: Rp.77.000","harga"
"harga Iga Sapi Bawang Putih?","Harga Iga Sapi Bawang Putih: Rp.77.000","harga"
"iga bawang putih berapa?","Harga Iga Sapi Bawang Putih: Rp.77.000","harga"
"garlic beef ribs harga","Harga Iga Sapi Bawang Putih: Rp.77.000","harga"
"harga iga garlic","Harga Iga Sapi Bawang Putih: Rp.77.000","harga"
"harga Iga Saus Telur Asin?","Harga Iga Saus Telur Asin: Rp.77.000","harga"
"iga saus telur asin harganya?","Harga Iga Saus Telur Asin: Rp.77.000","harga"
"salted egg sauce ribs price","Harga Iga Saus Telur Asin: Rp.77.000","harga"
"harga iga telur asin","Harga Iga Saus Telur Asin: Rp.77.000","harga"
"harga Sate Sapi?","Harga Sate Sapi: Rp.68.000","harga"
"sate sapi berapa harganya?","Harga Sate Sapi: Rp.68.000","harga"
"beef satay price","Harga Sate Sapi: Rp.68.000","harga"
"harga sate daging sapi","Harga Sate Sapi: Rp.68.000","harga"
"harga Dendeng Balado?","Harga Dendeng Balado: Rp.60.000","harga"
"dendeng balado berapa?","Harga Dendeng Balado: Rp.60.000","harga"
"beef jerky balado harga","Harga Dendeng Balado: Rp.60.000","harga"
"harga dendeng sapi balado","Harga Dendeng Balado: Rp.60.000","harga"
"harga Dendeng Cuka?","Harga Dendeng Cuka: Rp.60.000","harga"
"dendeng cuka harganya?","Harga Dendeng Cuka: Rp.60.000","harga"
"vinegar beef jerky price","Harga Dendeng Cuka: Rp.60.000","harga"
"harga dendeng asam","Harga Dendeng Cuka: Rp.60.000","harga"
"harga Dendeng Rusa?","Harga Dendeng Rusa: Rp.70.000","harga"
"dendeng rusa berapa harganya?","Harga Dendeng Rusa: Rp.70.000","harga"
"deer jerky harga","Harga Dendeng Rusa: Rp.70.000","harga"
"harga dendeng daging rusa","Harga Dendeng Rusa: Rp.70.000","harga"
"daftar harga menu daging","Berikut daftar harga menu daging: Iga Sapi Hotplat Rp.127.000, Iga Sapi Goreng Rp.127.000, Iga Asin Pedas Rp.77.000, Iga Saus Madu Rp.77.000, Iga Saus Taus Rp.77.000, Iga Sapi Bawang Putih Rp.77.000, Iga Saus Telur Asin Rp.77.000, Sate Sapi Rp.68.000, Dendeng Balado Rp.60.000, Dendeng Cuka Rp.60.000, Dendeng Rusa Rp.70.000","harga"
"harga semua olahan daging","Berikut daftar harga menu daging: Iga Sapi Hotplat Rp.127.000, Iga Sapi Goreng Rp.127.000, Iga Asin Pedas Rp.77.000, Iga Saus Madu Rp.77.000, Iga Saus Taus Rp.77.000, Iga Sapi Bawang Putih Rp.77.000, Iga Saus Telur Asin Rp.77.000, Sate Sapi Rp.68.000, Dendeng Balado Rp.60.000, Dendeng Cuka Rp.60.000, Dendeng Rusa Rp.70.000","harga"
"price list meat dishes","Berikut daftar harga menu daging: Iga Sapi Hotplat Rp.127.000, Iga Sapi Goreng Rp.127.000, Iga Asin Pedas Rp.77.000, Iga Saus Madu Rp.77.000, Iga Saus Taus Rp.77.000, Iga Sapi Bawang Putih Rp.77.000, Iga Saus Telur Asin Rp.77.000, Sate Sapi Rp.68.000, Dendeng Balado Rp.60.000, Dendeng Cuka Rp.60.000, Dendeng Rusa Rp.70.000","harga"
"harga iga sapi semua berapa?","Iga Sapi ada 2 harga: Iga Sapi Hotplat dan Goreng Rp.127.000, lainnya Rp.77.000","harga"
"perbedaan harga menu daging","Menu daging memiliki beberapa range harga: Iga premium Rp.127.000, Iga reguler Rp.77.000, Sate Sapi Rp.68.000, Dendeng Rp.60.000-70.000","harga"
"harga termahal menu daging","Harga termahal menu daging: Iga Sapi Hotplat dan Goreng Rp.127.000","harga"
"harga termurah menu daging","Harga termurah menu daging: Dendeng Balado dan Dendeng Cuka Rp.60.000","harga"
"ayam ada menu apa saja?","Menu Ayam yang tersedia yaitu: AYAM GORENG MENTEGA, AYAM ORENG WANGI, AYAM GORENG TEPUNG SAUS MAYONAISE, AYAM WOKU, AYAM ASAM MANIS, AYAM SAUS INGGRIS, AYAM SAUS LEMON, AYAM CABE KERING, AYAM CAH KACANG MENTE, AYAM SAUS RICA, SATE AYAM,AYAM GORENG ALA ROYAL'S, AYAM GORENG SAMBAL TERASI, AYAM GORENG KALASAN, AYAM BAKAR RICA, AYAM PANIKI, AYAM SAMBAL IJO, AYAM SUWIR, AYAM KRIUK SAMBAL CUKA / BALADO, SAYAP AYAM.","menu"
"menu ayam apa yang ada?","Menu Ayam yang tersedia yaitu: AYAM GORENG MENTEGA, AYAM ORENG WANGI, AYAM GORENG TEPUNG SAUS MAYONAISE, AYAM WOKU, AYAM ASAM MANIS, AYAM SAUS INGGRIS, AYAM SAUS LEMON, AYAM CABE KERING, AYAM CAH KACANG MENTE, AYAM SAUS RICA, SATE AYAM,AYAM GORENG ALA ROYAL'S, AYAM GORENG SAMBAL TERASI, AYAM GORENG KALASAN, AYAM BAKAR RICA, AYAM PANIKI, AYAM SAMBAL IJO, AYAM SUWIR, AYAM KRIUK SAMBAL CUKA / BALADO, SAYAP AYAM.","menu"
"chicken menu apa saja?","Menu Ayam yang tersedia yaitu: AYAM GORENG MENTEGA, AYAM ORENG WANGI, AYAM GORENG TEPUNG SAUS MAYONAISE, AYAM WOKU, AYAM ASAM MANIS, AYAM SAUS INGGRIS, AYAM SAUS LEMON, AYAM CABE KERING, AYAM CAH KACANG MENTE, AYAM SAUS RICA, SATE AYAM,AYAM GORENG ALA ROYAL'S, AYAM GORENG SAMBAL TERASI, AYAM GORENG KALASAN, AYAM BAKAR RICA, AYAM PANIKI, AYAM SAMBAL IJO, AYAM SUWIR, AYAM KRIUK SAMBAL CUKA / BALADO, SAYAP AYAM.","menu"
"olahan ayam apa yang tersedia?","Menu Ayam yang tersedia yaitu: AYAM GORENG MENTEGA, AYAM ORENG WANGI, AYAM GORENG TEPUNG SAUS MAYONAISE, AYAM WOKU, AYAM ASAM MANIS, AYAM SAUS INGGRIS, AYAM SAUS LEMON, AYAM CABE KERING, AYAM CAH KACANG MENTE, AYAM SAUS RICA, SATE AYAM,AYAM GORENG ALA ROYAL'S, AYAM GORENG SAMBAL TERASI, AYAM GORENG KALASAN, AYAM BAKAR RICA, AYAM PANIKI, AYAM SAMBAL IJO, AYAM SUWIR, AYAM KRIUK SAMBAL CUKA / BALADO, SAYAP AYAM.","menu"
"sate ayam dan ayam goreng ada apa?","Menu Ayam yang tersedia yaitu: AYAM GORENG MENTEGA, AYAM ORENG WANGI, AYAM GORENG TEPUNG SAUS MAYONAISE, AYAM WOKU, AYAM ASAM MANIS, AYAM SAUS INGGRIS, AYAM SAUS LEMON, AYAM CABE KERING, AYAM CAH KACANG MENTE, AYAM SAUS RICA, SATE AYAM,AYAM GORENG ALA ROYAL'S, AYAM GORENG SAMBAL TERASI, AYAM GORENG KALASAN, AYAM BAKAR RICA, AYAM PANIKI, AYAM SAMBAL IJO, AYAM SUWIR, AYAM KRIUK SAMBAL CUKA / BALADO, SAYAP AYAM.","menu"
"apakah ada ayam goreng mentega?","Tersedia Ayam Goreng Mentega: Rp.50.000","menu"
"apakah ada ayam oreng wangi?","Tersedia Ayam Oreng Wangi: Rp.50.000","menu"
"apakah ada ayam goreng tepung saus mayonaise?","Tersedia Ayam Goreng Tepung Saus Mayonaise: Rp.50.000","menu"
"apakah ada ayam woku?","Tersedia Ayam Woku: Rp.50.000","menu"
"apakah ada ayam asam manis?","Tersedia Ayam Asam Manis: Rp.50.000","menu"
"apakah ada ayam saus inggris?","Tersedia Ayam Saus Inggris: Rp.50.000","menu"
"apakah ada ayam saus lemon?","Tersedia Ayam Saus Lemon: Rp.50.000","menu"
"apakah ada ayam cabe kering?","Tersedia Ayam Cabe Kering: Rp.50.000","menu"
"apakah ada ayam cah kacang mete?","Tersedia Ayam Cah Kacang Mete: Rp.50.000","menu"
"apakah ada ayam saus rica?","Tersedia Ayam Saus Rica: Rp.50.000","menu"
"apakah ada sate ayam?","Tersedia Sate Ayam: Rp.50.000","menu"
"apakah ada ayam goreng ala royal's?","Tersedia Ayam Goreng Ala Royal's: Rp.120.000","menu"
"apakah ada ayam goreng sambal terasi?","Tersedia Ayam Goreng Sambal Terasi: Rp.56.000","menu"
"apakah ada ayam goreng kalasan?","Tersedia Ayam Goreng Kalasan: Rp.56.000","menu"
"apakah ada ayam bakar rica?","Tersedia Ayam Bakar Rica: Rp.56.000","menu"
"apakah ada ayam paniki?","Tersedia Ayam Paniki: Rp.56.000","menu"
"apakah ada ayam sambal ijo?","Tersedia Ayam Sambal Ijo: Rp.56.000","menu"
"apakah ada ayam suwir?","Tersedia Ayam Suwir: Rp.58.000","menu"
"apakah ada ayam kriuk sambal cuka?","Tersedia Ayam Kriuk Sambal Cuka / Balado: Rp.58.000","menu"
"apakah ada sayap ayam?","Tersedia Sayap Ayam: Rp.37.000","menu"
"harga AYAM GORENG MENTEGA?","Harga AYAM GORENG MENTEGA: Rp.50.000","harga"
"ayam goreng mentega berapa?","Harga AYAM GORENG MENTEGA: Rp.50.000","harga"
"butter fried chicken price","Harga AYAM GORENG MENTEGA: Rp.50.000","harga"
"harga ayam mentega","Harga AYAM GORENG MENTEGA: Rp.50.000","harga"
"harga AYAM ORENG WANGI?","Harga AYAM ORENG WANGI: Rp.50.000","harga"
"ayam oreng wangi harganya?","Harga AYAM ORENG WANGI: Rp.50.000","harga"
"fragrant fried chicken harga","Harga AYAM ORENG WANGI: Rp.50.000","harga"
"harga ayam wangi","Harga AYAM ORENG WANGI: Rp.50.000","harga"
"harga AYAM GORENG TEPUNG SAUS MAYONAISE?","Harga AYAM GORENG TEPUNG SAUS MAYONAISE: Rp.50.000","harga"
"ayam goreng tepung mayo berapa?","Harga AYAM GORENG TEPUNG SAUS MAYONAISE: Rp.50.000","harga"
"fried chicken with mayonnaise sauce","Harga AYAM GORENG TEPUNG SAUS MAYONAISE: Rp.50.000","harga"
"harga ayam mayo","Harga AYAM GORENG TEPUNG SAUS MAYONAISE: Rp.50.000","harga"
"harga AYAM WOKU?","Harga AYAM WOKU: Rp.50.000","harga"
"ayam woku berapa harganya?","Harga AYAM WOKU: Rp.50.000","harga"
"woku chicken price","Harga AYAM WOKU: Rp.50.000","harga"
"harga ayam woku","Harga AYAM WOKU: Rp.50.000","harga"
"harga AYAM ASAM MANIS?","Harga AYAM ASAM MANIS: Rp.50.000","harga"
"ayam asam manis harganya?","Harga AYAM ASAM MANIS: Rp.50.000","harga"
"sweet sour chicken harga","Harga AYAM ASAM MANIS: Rp.50.000","harga"
"harga ayam sweet sour","Harga AYAM ASAM MANIS: Rp.50.000","harga"
"harga AYAM SAUS INGGRIS?","Harga AYAM SAUS INGGRIS: Rp.50.000","harga"
"ayam saus inggris berapa?","Harga AYAM SAUS INGGRIS: Rp.50.000","harga"
"english sauce chicken price","Harga AYAM SAUS INGGRIS: Rp.50.000","harga"
"harga ayam english sauce","Harga AYAM SAUS INGGRIS: Rp.50.000","harga"
"harga AYAM SAUS LEMON?","Harga AYAM SAUS LEMON: Rp.50.000","harga"
"ayam saus lemon harganya?","Harga AYAM SAUS LEMON: Rp.50.000","harga"
"lemon sauce chicken berapa","Harga AYAM SAUS LEMON: Rp.50.000","harga"
"harga ayam lemon","Harga AYAM SAUS LEMON: Rp.50.000","harga"
"harga AYAM CABE KERING?","Harga AYAM CABE KERING: Rp.50.000","harga"
"ayam cabe kering berapa harganya?","Harga AYAM CABE KERING: Rp.50.000","harga"
"dry chili chicken price","Harga AYAM CABE KERING: Rp.50.000","harga"
"harga ayam dry chili","Harga AYAM CABE KERING: Rp.50.000","harga"
